Title,Description,ImageUrl,Link,Date,Type
Ambition Guide: Setting Goals for the Decade of Action,This publication establishes the initial set of SDG Ambition benchmarks that challenge organizations to set more ambitious goals and targets in the areas in which business is positioned to have a substantial impact. Business leaders can use this document to support their strategy and set goals ambitious enough to deliver the SDGs by 2030.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5791/show@2x/SDG_Ambition_AmbitionGuide_Cover.jpg?1600722860,/library/5791,2020-01-01,Report
Financial Sector Science -Based Targets Guidance,"Financial institutions are the key to unlocking the system-wide change needed to reach net-zero emissions and limit global warming to 1.5°C above pre-industrial temperatures. The Science Based Targets initiative’s new framework allows financial institutions – including banks, investors, insurance companies, pension funds and others – to set science-based targets to align their lending and investment activities with the Paris Agreement.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5795/show@2x/financial_sector_cover.PNG?1602614396,/library/5795,2020-01-01,Report
Foundations for Science- Based Net- Zero Target Setting in the Corporate Sector,"The Science Based Targets initiative (SBTi) has launched a process to develop the first science-based global standard for corporate net-zero target setting, to ensure that companies’ net-zero targets translate into action that is consistent with achieving a net-zero world by no later than 2050. The paper lays out the conceptual foundations for corporate net-zero target setting, including clarity on what it means for companies to reach net-zero emissions, analysis of existing net-zero target setting practices, assessment of strategies that are consistent with achieving a net-zero economy, and initial recommendations for science-based net-zero goals. The conceptual foundations discussed in the paper will be translated into detailed guidelines and criteria to be developed by the initiative as part of a continued multi-stakeholder process.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5796/show@2x/foundations_covers.PNG?1602614380,/library/5796,2020-01-01,Report
How to Understand and Take Action on the Global Goals,"How to Understand and Take Action on the Global Goals’ is an interactive, 30-minute e-learning course designed for professionals at all levels to learn more about integrating the Global Goals and sustainability into the business world. On the course, you’ll learn to: Understand the 17 Global Goals and the Ten Principles of the UN Global Compact Take four practical steps to make a meaningful, long-lasting contribution to the Global Goals in your business",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5797/show@2x/e_learning_cover.PNG?1602622504,/library/5797,2020-01-01,Website
Practical Guidance to Issue a Blue Bond,"Identifies opportunities for blue bonds to secure funding for ocean-related projects and companies that contribute to the achievement of the Sustainable Development Goals (SDGs). The guidance outlines a number of pillars of best practices, as well as benchmarks and frameworks for companies interested in issuing a blue bond aligned with a sustainability strategy to advance a healthy, productive ocean",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5798/show@2x/Practical_Guidance_to_Issue_a_Blue_Bond.jpg?1604592387,/library/5798,2020-01-01,Report
Family-Friendly Workplaces: Policies and Practices to Advance Decent Work in Global Supply Chains,"  Guides employers in implementing family-friendly policies that support parents and caregivers in their own operations and using their influence and leverage to promote such policies among business partners and within their supply chains.  Conditions of employment not only have a significant impact on the well-being of workers but also their children and families. Yet, for the hundreds of millions of workers in global supply chains, basic entitlements that provide them with the time, services and resources to support their families are widely absent. The large-scale business disruptions and the socioeconomic crisis resulting from COVID-19 have exacerbated the situation. Now, more than ever, family-friendly policies and practices are needed to support workers and their families during the crisis and beyond.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5831/show@2x/family_cover.PNG?1604692450,/library/5831,2020-01-01,Report
Gender Equality in African Businesses Best Practices,"This collection of case studies and business guidelines, compiled by Global Compact Local Networks across Africa, highlights how business and other partners are working to advance gender equality. Including company examples, as well as key resources and relevant gender-equality activities taking place at regional and local levels, this report hopes to inspire and challenge more companies to move from commitment to action and to play a leading role in ensuring that gender equality means business.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5832/show@2x/Gender_Equality_Cover.PNG?1606757819,/library/5832,2020-01-01,Report
Target Gender Equality Newsletter,"Through the Target Gender Equality Newsletter, stories of action and impact across the globe are shared, featuring Global Compact companies and the individuals that are driving change within their organizations and beyond. The Newsletter also showcases the work of our Target Gender Equality Global Coalition member organizations that can further support business in advancing progress on gender equality. Sign up to future newsletter here.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5833/show@2x/Gender_Equality_newsletter.PNG?1608063841,/library/5833,2020-01-01,Case Example
Gender Equality: How Business Can Accelerate the Pace of Change,"Gender equality is both a fundamental human right and a necessary foundation for a peaceful, prosperous and sustainable world. Yet, at the current rate of progress, it will take over 10 generations to close the economic gender gap. This 30-minute e-learning course will help you understand the role of business in advancing gender equality and the concrete steps that all companies can take to help accelerate the pace of change. By completing this session and related learning materials, you will learn: Why gender equality and women’s empowerment is a prerequisite to achieving the Sustainable Development Goals. How your company can contribute to the achievement of SDG 5. How to build the business case for gender equality in your company. How the Women’s Empowerment Principles and other key frameworks, Tools and resources can support your business. -Concrete steps that your business can take to mainstream gender equality into strategy and operations.",/images/show@2x/missing.png,/library/5834,2020-01-01,Website
Setting Science-Based Targets,"Prepared in close cooperation with the Science Based Targets initiative (SBTi), the session aims at breaking down and illustrating the complexities around science-based targets (SBTs), introducing the initiative and showcasing the benefits of setting SBTs. Science-based targets provide companies with a clearly defined pathway to reduce greenhouse gas (GHG) emissions, helping prevent the worst impacts of climate change and future-proof business growth. In light of the latest climate science, the UN Global Compact calls on all companies to set their science-based targets with 1.5°C pathways and reach net-zero emissions by no later than 2050. This Academy e-learning course will guide you in the process of setting a science-based target in support of a net-zero future. It will also offer an opportunity to hear from other companies about why they think setting science-based targets makes good business sense.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5835/show@2x/e_learning_course_cover.PNG?1611854109,/library/5835,2020-01-01,Website
Oil and Gas Practical Guidance for the Sustainable Ocean Principles,"Maps current regulations, business standards and best and emerging practices for the oil and gas sector to implement the Sustainable Ocean Principles. The scope of this document is all activities related to the exploration, production, processing, transport and commercialization of oil and gas products in the ocean.  For each principle, the Practical Guidance provides a set of actions which can be implemented.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5872/show@2x/oil_and_gas_cover.PNG?1612907635,/library/5872,2020-01-01,Report
Aquaculture Practical Guidance for the Sustainable Ocean Principles,"Maps current regulations, business standards and best emerging practices for the aquaculture sector to implement the Sustainable Ocean Principles. The scope of this document is aquaculture - defined here as farming of aquatic resources for human consumption.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5873/show@2x/Aquaculture_Cover.PNG?1612974615,/library/5873,2020-01-01,Report
Ocean Renewable Energy Practical Guidance for the Sustainable Ocean Principles,"Maps current regulations, business standards and best and emerging practices for the ocean renewable energy sector to implement the Sustainable Ocean Principles. The guidance in this document has a strong focus on offshore wind, which is currently the most utilized and mature power generation technology in the ocean. This guidance is also applicable to less mature technologies, such as wave, tidal and floating solar, where potential is recognized, and development is encouraged.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5874/show@2x/ocean_renewable_cover.PNG?1612974728,/library/5874,2020-01-01,Report
Seaweed Practical Guidance for the Sustainable Ocean Principles,"Maps current regulations, business standards and best and emerging practices for the seaweed sector to implement the Sustainable Ocean Principles. The scope of this document is the seaweed industry, the production and use of macroalgae for any purpose. The guidance outlined has relevance for activities along the entire value chain, with a dual focus on both wild harvest and cultivation.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5875/show@2x/Seaweed_Front_Page_%281%29.png?1612974959,/library/5875,2020-01-01,Report
Fisheries Practical Guidance for the Sustainable Ocean Principles,"Maps current regulations, business standards and best practices for the fisheries sector to implement the Sustainable Ocean Principles. The scope of this document is marine capture fisheries, defined as the sum (or range) of all activities to harvest and process a given fish resource from the ocean. The guidance is addressed to all stakeholders operating throughout marine fishery value chains.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5876/show@2x/fish_cover_%281%29.png?1612975036,/library/5876,2020-01-01,Report
Stakeholder Inclusion as an Accelerator for the Sustainable Development Goals,"Global Compact Network Netherlands, with the support of employers' organisation VNO-NCW, carried out a study into stakeholder involvement by Dutch companies. This research shows that companies that actively involve their stakeholders in their organization are successful in implementing solutions to the societal challenges, as expressed by the SDGs. Political and social stakeholders are also expected to be more involved in the business. In this publication Global Compact Network Netherlands provides a model and a practical questionnaire for companies to raise their stakeholder engagement to a higher level.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5877/show@2x/Stakeholder_inclusion_cover.PNG?1614706824,/library/5877,2020-01-01,Report
Closing the SDG Financing Gap in ASEAN: A Sustainable Finance Guide for Corporates,"This report is a guide for ASEAN corporates who want their company to get started with sustainable finance or bring their sustainable finance journey to the next level. Learn more about the regional business case for sustainable finance and how it supports the triple-bottom line of people, planet and profit. Gain insights on local market players’ perspectives on the role businesses can play to close the SDG financing gap in ASEAN.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5934/show@2x/closing_the_sdg_financing_gap.PNG?1630511656,/library/5934,2020-01-01,Report
Global Opportunity Report Series,"Investigates six sectors and analyzes how selected companies have turned climate risks into climate opportunities. Considered one of the most urgent risks, climate change is already determining how markets are evolving. Factors like new consumer preferences, new regulations, changing investor focus and market prices will increasingly favour the climate, and create a new kind of pressure on companies.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/1171/show@2x/GOE_cover.JPG?1549487153,/library/1171,2019-01-01,Report
Making Global Goals Local Business: Responsible business in the era of the Sustainable Development Goals,Provides an inspirational overview of the UN Global Compact journey to “Make Global Goals Local Business” by driving awareness and responsible business action to support the achievement of the Sustainable Development Goals by 2030.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/4321/show@2x/MGGLB-2019.jpg?1570477564,/library/4321,2019-01-01,Report
Science-based climate targets as the basis for a corporate climate strategy,"Updated version Within the Peer Learning Group Climate of the German Global Compact Network (DGCN), companies explored the challenges associated with developing climate targets, and discussed possible solutions, methods and applications with experts and representatives from the Science Based Targets Initiative (SBTi). This publication summarizes core findings of the discussion and proposes solutions to challenges. The focus is on the selection of a method for developing a science-based GHG emission reduction path, the interpretation of results, the criteria of the SBTi for an official approval of science-based targets, and the treatment of scope 3 emissions. Thereby, the paper serves as a compact introduction science-based target setting.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5652/show@2x/SBTI-_cover.JPG?1547653485,/library/5652,2019-01-01,Report
Business School Rankings for the 21st Century,Provides an overview of the current state of the business school rankings and suggests possible changes to help align business school education with the needs of the 21st century. It includes 20 actions to improve evaluation and ranking and encourage “a race to the top” in business education.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5654/show@2x/business_school_ranking.JPG?1548259695,/library/5654,2019-01-01,Report
Gender Equality in Social Auditing Guidance,"This guidance identifies the main improvements required for gender-sensitive social auditing and provides recommendations, practical advice, and relevant examples on how to effectively integrate gender considerations into audits.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5661/show@2x/Gender_Equality.JPG?1554476716,/library/5661,2019-01-01,Report
Value to Society Impact Valuation,"This is a new method to perform monetary assessment of the economic, ecological, and social impacts of your business activities along the value chain. You can use it to measure the value proposition of your actions along the entire value chain, aware that your business activities are connected to both positive and negative impacts on the environment and society. It supports you in striving to increase your positive contribution to society and minimize the negative effects of your business activities.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5670/show@2x/we_create_value.JPG?1554479069,/library/5670,2019-01-01,Website
The Corporate Colocation and Cloud Buyers' Principles,"Future of Internet Power, a group of BSR member companies, is aiming to power the internet with 100 percent renewable energy. As prime customers of energy-intensive colocation data center facilities (colos), we believe that increased ambition and efforts to maximize renewables at colos will result in a cleaner cloud. Given the growing interest among both colo customers and service providers to use low-carbon energy sources and meet sustainability goals, the Future of Internet Power has created the following Corporate Colocation and Cloud Buyers' Principles",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5677/show@2x/corp_colliation.JPG?1554735555,/library/5677,2019-01-01,Report
RELX Group SDG Resource Centre,"The RELX SDG Resource Centre showcases the latest in science, law, business, events and more that can help drive forward the SDGs, drawing on content from across the whole of our company and from key partners as well. The aim is to support the UN in implementing the SDGs and to broaden awareness and understanding of the SDGS for our customers, governments, researchers, companies, NGOs and individuals.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5678/show@2x/RELX_SDG.JPG?1554735670,/library/5678,2019-01-01,Website
Financing Solutions for Sustainable Development,"This guidebook responds to increased country-level demand for support on financing the 2030 Agenda. It is intended to be an 'entry point' for advice and information on financing for sustainable development, and the tools and services that UNDP offers in this space.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5696/show@2x/Financing_the_2030_agenda.JPG?1554907785,/library/5696,2019-01-01,Report
Achieving Decent Work and Inclusive Growth: The Business Case for Social Dialogue,"The publication highlights the potential role of social dialogue in fostering stability, equity, productivity, sustainable enterprises and inclusive growth. It also showcases some successful examples.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5707/show@2x/Global_Deal.JPG?1555080290,/library/5707,2019-01-01,Report
SDG Investment Forum Brazil — Summary Report,"Provides a summary and highlights of the inaugural SDG Investment Forum in Sao Paulo, Brazil.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5709/show@2x/SDG_investment_cover.JPG?1556823361,/library/5709,2019-01-01,Meeting Report
"Global Goals, Ocean Opportunities","Elaborates the role of business in securing a healthy, productive and well-governed ocean. Private sector innovation and  investment, together with strong public and private governance frameworks, could exponentially increase the amount of sustainable resources delivered from the ocean, including healthy food, secure and affordable clean energy, and more efficient and lower-carbon transport.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5711/show@2x/Ocean_Opportunities_v10-1_Page_01.jpg?1559574972,/library/5711,2019-01-01,Report
Corporate Finance | A Roadmap to Mainstream SDG Investments,"Investors, governments, and other stakeholders are increasingly demanding that companies demonstrate sustainable strategies aligned with the Sustainable Development Goals (SDGs). This guide seeks to support companies looking to integrate the SDGs into their financial strategy and business model. A credible SDG strategy allows a company to clearly communicate its impact, facilitates easier access to the growing market for SDG financing, and connects investors with a pipeline of potential opportunities to address the SDG investment gap.  This publication is available in English and Spanish",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5712/show@2x/Corporate_Finance_Cover.JPG?1565797670,/library/5712,2019-01-01,Report
SDG Bonds | Leveraging Capital Markets for the SDGs,"This guide explores the role of the bond market – the largest asset class in the global financial markets – in the realization of the Sustainable Development Goals (SDGs). With US$ 6.7 trillion of annual issuance, bonds can provide a cheap, reliable and scalable source of capital for a variety of stakeholders involved in the implementation of Agenda 2030, including companies, governments, cities and public-private partnerships. SDG bonds also provide an answer to the lack of SDG investment opportunities for institutional investors. A diverse portfolio of SDG Bonds, including sovereign, municipal, corporate and project bonds across developed and emerging markets could fulfill mainstream investors’ growing demand for impact while matching their risk-return appetite. This publication is available in English and Spanish",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5713/show@2x/SDG-bond-cover.JPG?1567787148,/library/5713,2019-01-01,Report
"Business Leadership Brief For Healthy Planet, Healthy People","Business Leadership Brief For Healthy Planet, Healthy People provides a holistic approach and outlines concrete actions for companies to embed health and empowerment in their policies, systems, and operations. This publication is available in English and Spanish",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5714/show@2x/Business_Leadership_for_Healthy_Planet_Cover.JPG?1568993200,/library/5714,2019-01-01,Report
UN Global Compact-Accenture Strategy 2019 CEO Study – The Decade to Deliver: A Call to Business Action,"Represents more than a decade of research on sustainable business. Together with the UN Global Compact Progress Report, it forms the world’s most comprehensive research to date on business contribution to the Sustainable Development Goals. The 2019 study draws on insights from more than 1,000 CEOs from 21 industries and 99 countries, including over 100 in-depth interviews, and nearly 1,600 senior business leaders who responded to the UN Global Compact implementation survey.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5715/show@2x/2019_CEO_Study_cover.jpg?1571255989,/library/5715,2019-01-01,Report
UN Global Compact Progress Report 2019,"Provides an assessment of how companies in the UN Global Compact are adopting the Ten Principles and taking action to deliver on the Sustainable Development Goals. Based on data collected in the UN Global Compact annual survey, the report takes stock of how companies are performing on critical sustainability topics. The report also takes a deep dive into the critical issues of climate and gender equality. A feature on the activities of Global Compact Local Networks over the past year is also included. ",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5716/show@2x/2019-UNGC-Progress-Report.jpg?1570050278,/library/5716,2019-01-01,Report
Business Leadership for 1.5 °C,"Showcases business leadership on climate action aligned with limiting global temperature rise to 1.5°C. Featuring solutions and strategies developed by companies that have taken the 1.5°C pledge, the report examines how business leaders are integrating this process into corporate strategies and generating employee buy-in. ",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5717/show@2x/1.5_COver.JPG?1569237553,/library/5717,2019-01-01,Report
Can government policies that drive strong economic outcomes for the private sector alleviate poverty?,"The paper discusses how the adoption of pro-growth policies tends to result in lower levels of poverty, especially through opportunities for job creation. In particular, the paper calls for policies that promote greater access to credit and the protection of minority investors in order to reduce such levels of poverty. It also highlights the symbiotic relationship between a number of the Sustainable Development Goals, thus emphasising the importance of integrating the SDGs into government policies.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5718/show@2x/Government_Cover.JPG?1571077103,/library/5718,2019-01-01,Report
Respecting Trade Union Rights in Global Value Chains: Practical Approaches for Business,"Businesses today recognize both the business and social imperative of respecting human rights. Often, companies struggle to identify and implement meaningful action to address risks to trade union rights in their global value chains. Included in this resource is a diagnostic tool in Part 2.2 to help companies assess where and why they might face heightened risks to trade union rights.  The resource also highlights a range of practical steps companies can take depending on the risk factors that are present. Additionally, it showcases eight examples of how real companies have approached trade union rights in practice.  ",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5719/show@2x/FNV_cover_for_web_3.3347af05.png?1571083878,/library/5719,2019-01-01,Report
Framework for Corporate Action on Workplace Women's Health and Empowerment,"The Framework for Corporate Action on Workplace Women's Health and Empowerment provides guidance for companies to take concrete actions to integrate women's health and empowerment in their policies, systems, and operations. The framework is based on lessons learned from consultations with companies, non-governmental organizations, and women's health programs in order to provide best practices for investing in workplace women's health and empowerment.  ",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5720/show@2x/Framework_For_Corp_Cover.JPG?1571085933,/library/5720,2019-01-01,Report
Scaling SDG Finance for the Sustainable Development Goals,"This guide explores the role of corporate finance and investments in scaling finance for the Sustainable Development Goals, including how FDI, financial intermediation and public-private partnerships can be a source of finance for less liquid SDG investments that cannot be invested directly by portfolio or institutional investors. This includes providing access to finance in countries with less developed financial markets or for SDG solutions that are too small or illiquid to attract portfolio investors.   This publication is available in English and Spanish",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5721/show@2x/Scaling_Finance_Cover.JPG?1572364934,/library/5721,2019-01-01,Report
Guide for General Counsel on Corporate Sustainability Version 2.0,"Building on the original Guide for General Counsel on Corporate Sustainability published in 2015, Version 2.0 provides further guidance to General Counsel to ensure they are better placed and better equipped to drive change and deliver value to their organizations through an increased focus on corporate sustainability. Topics include: Corporate Sustainability and Business Integrity Corporate Sustainability and Business Integrity Human Rights and Supply Chain Due Diligence Corporate Sustainability and Grievance Mechanisms Challenges to Corporate Sustainability - Managing a Crisis Please fill out the form below to download the full guide.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5722/show@2x/Consel_Cover.JPG?1572626180,/library/5722,2019-01-01,Report
Framework for Breakthrough Impact on the SDGs Through Innovation,"Provides practical guidance to companies on how to use the Sustainable Development Goals (SDGs) as an inspiration for innovation and orient their innovation processes to better address the SDGs. Featuring step-by-step guidance and illustrative examples of companies leveraging new business models and disruptive technologies to advance the SDGs, the Framework is a toolkit for any company to leverage the SDGs to uncover new products, services and business model opportunities.  ",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5723/show@2x/Framework_Cover_Practical_Guide.JPG?1572968761,/library/5723,2019-01-01,Report
"Climate Change, A Human Rights Issue","Climate change and human rights can no longer be approached as separate issues. With every passing year, the consequences of our changing climate threaten a widening range of fundamental human rights. And with regulation lagging behind, companies are taking the initiative to address the interlinked nature of these issues.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5724/show@2x/Briefing_Climate_Change.JPG?1572986773,/library/5724,2019-01-01,Report
Guide To Setting Site Water Targets Informed By Catchment Context,"This guide aims to help companies set effective site water targets that are informed by catchment context, which can create value and lessen risks for the company and support collective action. This guide is intended for site staff or technical water specialists responsible for water management, and relevant corporate staff. This guide lays out three key elements for setting effective site water targets: Water targets should respond to priority water challenges within the catchment; The ambition of water targets should be informed by the site’s contribution to water challenges and desired conditions; and Water targets should reduce water risk, capitalize on opportunities, and contribute to public sector priorities.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5725/show@2x/Water_Cover.PNG?1573749060,/library/5725,2019-01-01,Report
5 Tipping Points for a Healthy and Productive Ocean By 2030,"This brochure outlines the 5 Tipping Points for a Healthy and Productive Ocean identified in the report Global Goals, Ocean Opportunities. The tipping points cover the areas of sustainable seafood, zero-carbon shipping, offshore renewable energy, data collection, and ending pollution entering the ocean. Each of these tipping points represents a valuable contribution to achieving the 2030 Agenda for Sustainable Development.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5726/show@2x/2030_Cover.PNG?1578425288,/library/5726,2019-01-01,Report
Navigating the Future of Business and Human Rights: Good Practice Examples,"Outlines how companies can embed human rights into their corporate strategies and advance people-centred solutions to growing global challenges. The report presents snapshots of good practice from companies participating in the UN Global Compact, highlights insight by Global Compact Local Networks around the world, and showcases initiatives that are advancing seven major themes: future of work, climate justice, effective remedy and grievance mechanisms, migrant rights, gender equality, due diligence and tackling working poverty.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5727/show@2x/Navigating_the_Future_of_BHR_Cover.PNG?1574271540,/library/5727,2019-01-01,Report
"Setting Site Water Targets Informed by Catchment Context, CASE STUDY: Santa Ana River Watershed, California","This guide aims to help companies set effective site water targets that are informed by catchment context, which can create value and lessen risks for the company and support collective action. This guide is intended for site staff or technical water specialists responsible for water management, and relevant corporate staff. This guide lays out three key elements for setting effective site water targets: Water targets should respond to priority water challenges within the catchment; The ambition of water targets should be informed by the site’s contribution to water challenges and desired conditions; and Water targets should reduce water risk, capitalize on opportunities, and contribute to public sector priorities. This case of the Santa Ana RIver Watershed illustrates how the guidance was applied by a group of companies in that watershed.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5728/show@2x/Water_Cover_Setting_Goals.PNG?1574711361,/library/5728,2019-01-01,Case Example
Raising the Bar: Exploring the Science Based Targets initiative's progress in driving ambitious climate action,This report draws on corporate emissions and target data submitted to the SBTi and CDP — as well as extensive interviews with businesses and other stakeholders — to explore the progress the SBTi has made in driving the adoption of SBTs by businesses and the impact this has on decarbonising the economy.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5729/show@2x/SBIT_Cover.PNG?1575495942,/library/5729,2019-01-01,Report
"Ending child labour, forced labour and human trafficking in global supply chains","Provides the first ever estimates of child labour and human trafficking in global supply chains. A significant share of child labour and human trafficking in global supply chains occurs at lower tiers, in activities such as raw material extraction and agriculture, making due diligence, visibility and traceability challenging. The report outlines several key areas in which governments and businesses can do more. It underscores the critical role of States in addressing gaps in statutory legislation, enforcement, and access to justice and in establishing a framework for responsible business conduct. For business, the report underscores the need for a comprehensive, whole-of-supply-chain approach to due diligence.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5730/show@2x/Alliance-cover.PNG?1576171959,/library/5730,2019-01-01,Policy Document
Private Sector Forum Meeting Report 2019,"This publication presents the main discussions and outcomes from the 2019 UN Private Sector Forum Meeting on Climate Change. The Private Sector Forum took place in New York on 23 September 2019 as the official Luncheon of the UN Climate Action Summit convened by the UN Secretary-General to raise ambition to tackle climate change. It brought together more than 350 global climate leaders for a multi-stakeholder, inter-generational dialogue designed to help the world urgently align on a collective course of action in tackling the climate crisis. Important highlights included the introduction of the “Business Ambition for 1.5˚C” campaign, incentivizing companies to set science-based targets to achieve carbon neutrality by 2050 and in line with a 1.5˚C future.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5737/show@2x/psf_report_cover.PNG?1581955971,/library/5737,2019-01-01,Meeting Report
UN Global Compact Board Meeting Reports,Reports from the semi-annual UN Global Compact Board meetings. ,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/1821/show@2x/resource_preview_1821.png?1446836189,/library/1821,2018-01-01,Meeting Report
UN Global Compact Logo Policy,Logo Policy,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/1841/show@2x/resource-preview-1841.png?1433889376,/library/1841,2018-01-01,Policy Document
"Better Leadership, Better World","Intends to bridge the gap in the conversation around gender equality by demonstrating that when more women are in corporate decision-making positions, their companies benefit — as do society and the environment.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5612/show@2x/Better_Leadership_better_world.jpg?1520260927,/library/5612,2018-01-01,Report
Transforming Partnerships for the SDGs,"In this year’s Special Edition of the UN Global Compact-Accenture Strategy CEO Study, the world’s largest program of CEO research on sustainability, we focus our attention on transforming partnerships for the Sustainable Development Goals (SDGs). Following a decade of research into the views of business leaders worldwide, we examine the views of UN leaders. As the UN Secretary-General calls for enhanced cooperation between the United Nations and the private sector, we ask agency heads and partnership practitioners across the UN system: what will it take to scale up partnerships to bring about transformational impact on the SDGs?",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5614/show@2x/Transforming_Partnerships_for_the_SDGs.JPG?1520966879,/library/5614,2018-01-01,Report
Women's Empowerment Principles Global Trends Report 2018,"Examines the aggregate results of companies using the Women's Empowerment Principles Gender Gap Analysis Tool (WEPs Tool) with an aim to provide insights on global corporate performance on gender equality and women's empowerment aligned with the WEPs, demonstrate the value of using the WEPs Tool, and showcase the efforts of partners and other stakeholders to drive gender equality around the world.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5615/show@2x/WEPs_Trends_Report_2018-cover_photo.jpg?1520975635,/library/5615,2018-01-01,Report
Business: It's Time to Act,"Decent Work cannot exist where modern slavery and child labour persist. Forced labour, modern slavery and child labour are complex problems associated with poverty, governance failures and inequalities in the global labour market. Tackling them requires a massive international effort, involving Governments, businesses, civil society organizations, trade unions and international bodies. This brief guide, developed as part of the Decent Work in Global Supply Chains Action Platform, offers a quick overview of the steps businesses can take to help eliminate modern slavery, while highlighting key resources, initiatives and engagement opportunities to support business action.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5616/show@2x/time-to-act-thumb.jpg?1528401176,/library/5616,2018-01-01,Report
Business Partnerships for the Global Goals: Advances in Latin America and the Caribbean,"Explores partnerships and progress towards the 2030 Agenda for Sustainable Development and its 17 Global Goals by the business community in Latin America and the Caribbean. Includes key findings from a report by the Economic Commission for Latin America and the Caribbean, as well as data from participants of the UN Global Compact.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5618/show@2x/BusinessPartnershipsCover.JPG?1524774292,/library/5618,2018-01-01,Infographic
Interactive Map for Business of Anti-Human Trafficking Organisations,"The Interactive Map for Business of Anti-Human Trafficking Organisations includes information on the organisations that work with the business sector to combat modern slavery. It is a resource for companies to navigate emerging partners, to improve coordination on the eradication of human trafficking and a baseline from which existing and newly formed initiatives move forward fight against human trafficking. The Interactive Map has been developed through the collaboration of the Global Business Coalition Against Human Trafficking, the RESPECT Initiative (consisting of Babson College Initiative on Human Trafficking, the International Organisation for Migration, and the Global Initiative Against Transnational Organized Crime) and the UN Global Compact through the Action Platform on Decent Work in Global Supply Chains, with the support from the Alliance 8.7.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5620/show@2x/WebsiteM.JPG?1526678241,/library/5620,2018-01-01,Website
Sustainable Development Goal 6: Synthesis Report 2018 on Water and Sanitation,"Seeks to provide an in-depth review and includes data on the global baseline status of SDG 6, the current situation and trends at global and regional levels, and what more needs to be done to achieve this goal by 2030. The report is based on the latest data available for the 11 SDG 6 global indicators1 selected by Member States to track progress towards the eight global targets, plus complementary data and evidence from a wide range of sources.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5623/show@2x/sdg6cover.JPG?1531151610,/library/5623,2018-01-01,Report
